OBJECT ID,AtcoCode,Common Name,Latitude,Longitude,Easting,Northing
113,700000000115,Short Strand (Newtownards Road),54.60020076,-5.90901733,335181,374451
114,700000000116,Pantridge Road,54.56411509,-6.02857625,327568,370212
115,700000000117,Bridge End,54.599825,-5.91704078,334664,374394
116,700000000118,Laurelbank,54.56330873,-6.02651241,327704,370126
117,700000000119,Oxford Street,54.59892068,-5.92160176,334372,374285
118,700000000120,Old Colin,54.56336303,-6.02103641,328058,370142
119,700000000121,Waterfront,54.59749723,-5.92138026,334391,374127
120,700000000122,Brian's Well Close,54.56315845,-6.03438952,327195,370095
121,700000000123,Lanyon Place Station [Glider],54.59568384,-5.91805267,334612,373931
122,700000000124,Glenkeen,54.56105353,-6.03589773,327104,369858
123,700000000125,Short Strand (Albertbridge Road),54.59571445,-5.90881163,335209,373952
124,700000000126,Brian's Well Close,54.56345751,-6.03439621,327194,370128
125,700000000128,Glenwood,54.56059961,-6.0298592,327496,369818
126,700000000129,Templemore Avenue,54.59533991,-5.90276284,335601,373922
127,700000000130,Woodside,54.55630393,-6.02947878,327534,369341
128,700000000132,Bell Steel Road [Stewartstown Road],54.55772464,-6.02577864,327769,369506
129,700000000133,Avoniel,54.59644679,-5.89820752,335892,374054
130,700000000134,Donegall Square North,54.59729778,-5.93109503,333764,374086
131,700000000136,Upper Queen Street,54.5964841,-5.93309568,333637,373992
132,700000000137,Strandtown,54.59964928,-5.88249091,336897,374441
133,700000000138,Upper Queen Street,54.59611506,-5.93300992,333644,373951
134,700000000139,Strand Cinema,54.60046303,-5.87982009,337067,374537
135,700000000140,Grand Opera House,54.59569167,-5.93688831,333395,373896
136,700000000141,Park Avenue,54.60122114,-5.87820494,337169,374625
137,700000000142,Stanley Street,54.59553507,-5.93956932,333222,373874
138,700000000143,St Marks,54.60333846,-5.87521981,337354,374866
139,700000000144,Recreation Centre,54.59528879,-5.94502765,332870,373836
140,700000000145,Clonaver,54.60493864,-5.87293797,337496,375049
141,700000000146,Roden Street,54.59519778,-5.94708055,332738,373822
142,700000000147,Tudor Dale,54.60693397,-5.87046289,337650,375276
143,700000000148,Servia Street,54.59506459,-5.94967158,332571,373802
144,700000000149,Glendhu Manor,54.61512031,-5.86021221,338284,376207
145,700000000151,Glenluce Drive,54.61480407,-5.85661523,338518,376179
146,700000000152,Royal Hospital (Grosvenor Road),54.59546125,-5.95322102,332340,373840
147,700000000153,Upper Garnerville Road,54.61479134,-5.85288688,338758,376185
148,700000000154,Colligan Street,54.59606787,-5.95586373,332167,373902
149,700000000155,Tudor Dale,54.60724905,-5.86987362,337687,375312
150,700000000156,Iris Street,54.59723154,-5.95802216,332024,374028
151,700000000157,Quarry Road,54.61249479,-5.85250701,338791,375930
152,700000000158,Blackstaff,54.59899008,-5.95976325,331906,374220
153,700000000159,Glenmillan,54.61056727,-5.85256287,338794,375715
154,700000000160,Millennium Way,54.59988417,-5.96060261,331849,374318
155,700000000161,Old Holywood Road (Kennelbridge),54.60918673,-5.85121721,338885,375564
156,700000000162,Elswick Street,54.60154287,-5.96327097,331671,374498
157,700000000163,Cairnburn Road,54.6079254,-5.85100506,338903,375424
158,700000000164,Pollard Street,54.60220255,-5.96509364,331551,374568
159,700000000165,Belmont Allotments,54.60611818,-5.85447069,338686,375216
160,700000000166,Springdale Gardens,54.60092963,-5.96899875,331303,374419
161,700000000167,CIYMS Grounds,54.60541054,-5.86025249,338314,375126
162,700000000168,Springfield Roundabout,54.5994834,-5.97171346,331132,374253
163,700000000169,Orchard Lane,54.60438012,-5.86360748,338101,375005
164,700000000170,Springfield,54.59933364,-5.97350056,331017,374233
165,700000000171,Circular Road,54.60612875,-5.87078684,337631,375185
166,700000000172,High Side,54.60138836,-5.97440442,330952,374460
167,700000000173,Station Road,54.60587874,-5.87151728,337585,375156
168,700000000174,High Gate,54.60392675,-5.97484854,330915,374741
169,700000000175,Clonaver,54.60438733,-5.8734557,337465,374986
170,700000000176,West Circular Crescent,54.60524463,-5.97450697,330933,374889
171,700000000177,St Marks,54.60292017,-5.87555795,337334,374819
172,700000000178,Ballygomartin Baptist Church,54.60722676,-5.97375844,330975,375111
173,700000000179,Park Avenue,54.6011329,-5.87809204,337176,374615
174,700000000180,Twaddell Avenue,54.61010678,-5.96756824,331366,375443
175,700000000181,Strandtown,54.59930039,-5.88323852,336850,374401
176,700000000182,Woodvale Parade,54.61188239,-5.96741246,331370,375641
177,700000000184,Woodvale Drive,54.61344769,-5.96498664,331522,375820
178,700000000186,Woodvale Drive,54.61281434,-5.96610617,331452,375747
179,700000000187,Avoniel,54.59626645,-5.89843304,335878,374034
180,700000000188,Woodvale Parade,54.61160748,-5.96731065,331378,375610
181,700000000189,Templemore Avenue,54.59532766,-5.90196189,335653,373923
182,700000000190,Lanyon Place [bus stop],54.59517251,-5.91688234,334689,373877
183,700000000191,Bretland House,54.62184224,-5.91380593,334800,376851
184,700000000192,School of Denistry,54.59345233,-5.95346739,332331,373616
185,700000000194,Rehabilitation Unit,54.59171674,-5.95707583,332103,373416
186,700000000195,Short Strand (Albertbridge Road),54.5954176,-5.90837594,335238,373920
187,700000000196,Hospital Stores,54.59039111,-5.95785391,332057,373267
188,700000000198,Hospital Stores,54.59056481,-5.95803088,332045,373286
189,700000000199,Lanyon Place Station [Glider],54.59561077,-5.9162397,334730,373927
190,700000000200,Rehabilitation Unit,54.59158059,-5.95754775,332073,373400
191,700000000201,Sydenham Drive,54.60062519,-5.8777586,337200,374559
192,700000000202,Royal Maternity Hospital,54.59323389,-5.95433851,332275,373590
193,700000000203,Ranfurly Drive,54.6002548,-5.8748149,337391,374524
194,700000000204,Institute of Pathology,54.59470556,-5.95157231,332449,373759
195,700000000205,Belmont Road,54.60010767,-5.87331837,337488,374510
196,700000000206,Institute of Pathology,54.59474663,-5.95140005,332460,373764
197,700000000207,Clonallon Gardens,54.59989371,-5.87154137,337604,374490
198,700000000208,Springfield Roundabout,54.59950525,-5.9719445,331117,374255
199,700000000209,Clonallon Court,54.59963688,-5.86933239,337747,374466
200,700000000210,Springvale Parade,54.60023154,-5.97050487,331208,374338
201,700000000211,Belmont Church Road,54.59965345,-5.86510922,338020,374476
202,700000000212,Belfast Met Springvale,54.60165943,-5.96867806,331321,374501
203,700000000213,Pine Lodge,54.60003852,-5.86299982,338155,374523
204,700000000214,Workman Avenue,54.60242866,-5.96571689,331510,374592
205,700000000215,Pirrie Road,54.60058179,-5.85850303,338444,374592
206,700000000216,Lanark Way,54.60149867,-5.96252359,331719,374494
207,700000000217,Old Holywood Road,54.60660399,-5.85134201,338886,375277
208,700000000218,Millennium Way,54.59984028,-5.9603367,331866,374314
209,700000000219,Campbell College,54.60118579,-5.85370033,338752,374669
210,700000000220,Blackstaff,54.59895513,-5.95952982,331921,374217
211,700000000221,Schomberg Avenue,54.6031577,-5.852408,338829,374891
212,700000000222,Iris Street,54.59780647,-5.95837103,332000,374091
213,700000000223,Massey Avenue,54.60517248,-5.8479804,339108,375124
214,700000000224,Royal Hospital (Grosvenor Road),54.59567583,-5.95368995,332309,373863
215,700000000225,Netherleigh Mews,54.60435557,-5.8465067,339206,375036
216,700000000226,Gibson Street,54.59520452,-5.95026293,332532,373817
217,700000000227,Castlehill,54.60406033,-5.84426556,339352,375007
218,700000000228,Roden Street,54.59530827,-5.94789867,332685,373833
219,700000000229,Cloverhill Gardens,54.60359334,-5.84154777,339529,374961
220,700000000230,Cullingtree Road,54.59535897,-5.94612366,332799,373842
221,700000000231,Massey Avenue Gates,54.60246784,-5.83889888,339704,374841
222,700000000232,Stanley Street,54.59572812,-5.93877039,333273,373897
223,700000000233,Parliament Buildings,54.60341605,-5.8321315,340138,374960
224,700000000234,Great Victoria Street,54.59581161,-5.93635181,333429,373911
225,700000000235,Department of Health,54.60041598,-5.82745794,340450,374635
226,700000000236,Seal Road,54.62956421,-5.89792362,335800,377741
227,700000000237,Castle Buildings,54.59860623,-5.82847182,340391,374432
228,700000000238,Glengall Street,54.59505877,-5.9360695,333450,373827
229,700000000239,Stormont Sports Ground,54.5972103,-5.82879372,340375,374276
230,700000000240,Europa Buscentre,54.59482697,-5.93527444,333439,373811
231,700000000241,Dundonald House,54.59560886,-5.82717678,340485,374101
232,700000000242,West Circular Close,54.60760417,-5.97331111,331003,375154
233,700000000243,Craigantlet Buildings,54.5971126,-5.82766432,340448,374267
234,700000000244,Ballygomartin Baptist Church,54.60681328,-5.97374802,330977,375065
235,700000000245,Castle Buildings,54.59868893,-5.82862019,340381,374441
236,700000000246,West Circular Crescent,54.60577836,-5.97418639,330952,374949
237,700000000247,Department of Health,54.6004436,-5.82763173,340439,374638
238,700000000248,High Gate,54.6042748,-5.97453966,330934,374781
239,700000000249,Parliament Buildings,54.60322809,-5.83217244,340136,374939
240,700000000250,Springfield Parade,54.60249518,-5.97450422,330942,374583
241,700000000251,Massey Avenue Gates,54.60229176,-5.83859867,339724,374822
242,700000000252,High Side,54.6009697,-5.97408475,330974,374414
243,700000000253,Massey Avenue,54.60335861,-5.84118419,339553,374935
244,700000000254,"Aughnacloy, Hillcrest",54.42044983,-6.98229586,266112,352908
245,700000000255,Castlehill,54.60394138,-5.84443912,339341,374994
246,700000000256,Springmartin Road,54.59756598,-5.97632738,330840,374031
247,700000000257,Massey Green,54.60485555,-5.84935917,339020,375086
248,700000000258,Springfield Park,54.59752725,-5.98000171,330603,374020
249,700000000259,Old Holywood Road,54.60404845,-5.85096495,338919,374993
250,700000000260,Divismore Park,54.59681388,-5.98348287,330380,373934
251,700000000261,Schomberg Avenue,54.60309566,-5.85230423,338836,374884
252,700000000262,Divismore Crescent,54.59476873,-5.98692623,330164,373700
253,700000000263,Campbell College,54.60185545,-5.85304354,338792,374745
254,700000000264,Mount Alverno Garage,54.5929645,-5.98990787,329977,373493
255,700000000265,Belmont Drive,54.60022379,-5.85975563,338364,374550
256,700000000266,Whiterock Business Park,54.59173167,-5.99120549,329897,373354
257,700000000267,Strathearn Court,54.59974084,-5.86401659,338090,374488
258,700000000268,Turf Lodge Shops,54.58968695,-5.99286096,329797,373123
259,700000000269,Belmont Primary School,54.59936216,-5.86642442,337936,374441
260,700000000270,Monagh Road,54.58661743,-5.99167552,329883,372784
261,700000000271,Belmont Park,54.59941897,-5.86855301,337798,374443
262,700000000272,Opp Aitnamona Crescent,54.58391644,-5.99134435,329913,372484
263,700000000273,Edenville Crescent,54.59993533,-5.87279893,337522,374492
264,700000000274,Glen Road,54.58209533,-5.98925021,330054,372285
265,700000000275,Sydenham Drive,54.60029593,-5.87642906,337287,374525
266,700000000276,Opp Fruithill Park/Kennedy Way,54.58126411,-5.98745309,330173,372196
267,700000000277,Shaftesbury Square,54.58917114,-5.9334569,333638,373177
268,700000000279,Botanic Avenue,54.58697423,-5.93249903,333707,372934
269,700000000280,Stop After Council Depot,54.57908493,-5.98392564,330408,371960
270,700000000281,College Green,54.58484127,-5.93191247,333752,372698
271,700000000282,Os Kennedy Way Council Depot,54.57920911,-5.98436807,330379,371973
272,700000000283,Rugby Road,54.58476468,-5.92924333,333925,372695
273,700000000284,Fruithill Park,54.58109277,-5.98741513,330176,372177
274,700000000285,Dudley Street,54.58501186,-5.92686155,334078,372727
275,700000000286,Glen Road,54.58211201,-5.9898954,330013,372286
276,700000000287,University Avenue,54.58542111,-5.92366914,334283,372778
277,700000000288,Aitnamona Crescent,54.58385027,-5.99168793,329891,372476
278,700000000289,Agincourt Avenue,54.58410974,-5.92230831,334375,372635
279,700000000290,Monagh Road,54.58652817,-5.99171085,329881,372774
280,700000000291,Ormeau Park,54.58178047,-5.92135715,334444,372378
281,700000000292,Turf Lodge Shops,54.58999859,-5.99292484,329792,373158
282,700000000293,Candahar Street,54.58048425,-5.92057867,334499,372235
283,700000000294,Mount Alverno Garage,54.59287642,-5.99036298,329948,373483
284,700000000295,South Parade,54.5789175,-5.91937209,334582,372063
285,700000000296,New Barnsley Parade,54.5947731,-5.98718907,330147,373700
286,700000000297,Ulidia,54.57705387,-5.91805201,334674,371858
287,700000000298,New Barnsley Drive,54.59564462,-5.98556774,330249,373800
288,700000000299,Ballynafeigh,54.5742283,-5.91601859,334814,371547
289,700000000300,Divismore Park ,54.59665181,-5.98400153,330347,373915
290,700000000301,Bell Towers,54.57240593,-5.91470389,334905,371347
291,700000000302,Springfield Park,54.59764387,-5.97991363,330608,374033
292,700000000303,Rosetta St John's Church,54.56963989,-5.91381922,334972,371041
293,700000000304,Dunboyne Park,54.59835629,-5.97469426,330943,374122
294,700000000305,Hampton Park,54.56708507,-5.91348417,335002,370757
295,700000000306,John Paul II Primary School,54.59393444,-5.98717568,330151,373606
296,700000000307,Forestside,54.56477325,-5.90961578,335260,370507
297,700000000308,Whiterock Leisure Centre,54.59292615,-5.98472717,330312,373499
298,700000000309,Lisburn and Castlereagh Council,54.56519742,-5.90888622,335306,370556
299,700000000310,Ballymurphy Road,54.59185358,-5.98217628,330480,373384
300,700000000311,Forestside,54.56458383,-5.91119352,335158,370483
301,700000000312,Corrigan Park,54.59118578,-5.98060055,330584,373313
302,700000000313,Forster Green,54.56084726,-5.9091383,335304,370071
303,700000000314,St Maria Goretti Nursery Sch,54.59076179,-5.97671126,330837,373273
304,700000000315,Mount Oriel,54.55857921,-5.90909751,335314,369819
305,700000000316,Brittons Parade,54.59031744,-5.97376753,331029,373229
306,700000000317,Woodbreda,54.55405969,-5.90839452,335374,369317
307,700000000318,Whiterock Road,54.58924403,-5.97138698,331186,373114
308,700000000319,Beechill Park,54.55166628,-5.90852143,335374,369051
309,700000000320,Brittons Parade,54.59048508,-5.97520873,330935,373245
310,700000000321,Glenhugh Park,54.54884879,-5.90609603,335540,368742
311,700000000322,St Maria Goretti Nursery Sch,54.59075236,-5.9772223,330804,373271
312,700000000323,Knockbreda Cemetery,54.56291512,-5.91021072,335227,370299
313,700000000324,Corrigan Park,54.59096199,-5.98008972,330618,373289
314,700000000325,Gas Works,54.59143262,-5.92556081,334141,373444
315,700000000326,Ballymurphy Road,54.59158469,-5.98186916,330501,373355
316,700000000327,Portadown Train Station [bus stop],54.42423792,-6.4463106,300894,353965
317,700000000328,Whiterock Library,54.59342436,-5.98604871,330225,373552
318,700000000329,Shaftesbury Avenue,54.58707437,-5.92355275,334285,372963
319,700000000330,Finaghy Road North,54.56962654,-5.99252377,329882,370891
320,700000000331,Hatfield Street,54.5857434,-5.92301064,334324,372816
321,700000000332,Finaghy Road North,54.569435,-5.99256703,329880,370870
322,700000000333,Rosetta Knockbreda Road,54.57041189,-5.91187287,335095,371131
323,700000000334,Shaws Road [Stewartstown Road],54.57390513,-6.00069607,329340,371352
324,700000000335,Knock Eden,54.57136287,-5.90921467,335264,371241
325,700000000336,Rosgoill Park,54.57451127,-6.00301749,329188,371415
326,700000000337,Mount Merrion Park,54.57156668,-5.905256,335519,371272
327,700000000338,Hillhead Cottages,54.57543654,-6.00449021,329090,371516
328,700000000339,Wynchurch,54.57154602,-5.90336057,335642,371273
329,700000000340,Lenadoon Avenue,54.57661227,-6.00932018,328774,371638
330,700000000341,Mount Merrion Rosetta Road,54.57097795,-5.90144349,335768,371214
331,700000000342,Lenadoon Avenue,54.5766932,-6.01019295,328717,371645
332,700000000343,Mount Merrion Rosetta Road,54.57075905,-5.90116836,335786,371190
333,700000000344,Hillhead Cottages,54.57566082,-6.00468064,329077,371540
334,700000000345,Wynchurch,54.57148484,-5.90391553,335606,371265
335,700000000346,Shaws Road [Stewartstown Road],54.57406737,-6.0010155,329319,371370
336,700000000347,Knock Eden,54.5713519,-5.90842185,335315,371242
337,700000000348,St Michael's,54.57189792,-5.9947966,329728,371140
338,700000000349,Knockbreda Road,54.57029962,-5.91277764,335037,371116
339,700000000350,Bell Steel Road [Stewartstown Road],54.55701924,-6.02634809,327734,369426
340,700000000351,Glendale Park,54.55667305,-5.90811926,335383,369609
341,700000000352,Woodside,54.55644941,-6.0301365,327491,369356
342,700000000353,Cairnshill Court,54.54723424,-5.90385615,335690,368566
343,700000000354,Brian's Well Road,54.55916717,-6.03150506,327394,369656
344,700000000355,Finsbury,54.54932206,-5.90070888,335887,368805
345,700000000356,Glenwood,54.56042191,-6.03020776,327474,369798
346,700000000357,Cairnshill Park,54.55029015,-5.89854102,336024,368917
347,700000000358,Bell Steel Road,54.56238201,-6.02866623,327568,370019
348,700000000359,Malvern,54.55218198,-5.89566178,336204,369133
349,700000000360,Suffolk Library,54.56976866,-6.00785999,328890,370879
350,700000000361,Four Winds,54.55628297,-5.89232736,336406,369596
351,700000000362,Suffolk Library,54.56927526,-6.01063661,328712,370819
352,700000000363,Glendale,54.55805956,-5.90552972,335546,369768
353,700000000364,Woodbourne (Suffolk Road),54.56825806,-6.01348833,328531,370700
354,700000000365,Colby Park,54.55727614,-5.90314583,335703,369685
355,700000000366,Riverside Mews,54.56964816,-6.01469851,328448,370853
356,700000000367,Glenholm,54.5566383,-5.90043054,335881,369620
357,700000000368,Falcarragh,54.5709266,-6.01654088,328325,370992
358,700000000369,Four Winds Park,54.55621742,-5.8962367,336154,369581
359,700000000370,Donegal Celtic,54.57361767,-6.02140371,328002,371282
360,700000000371,Four Winds Park,54.5561778,-5.89673709,336121,369576
361,700000000372,Suffolk Heights,54.57452864,-6.02373444,327849,371380
362,700000000373,Glenholm,54.55658693,-5.90050513,335876,369614
363,700000000374,Suffolk Road Junction,54.57590397,-6.02365391,327850,371533
364,700000000375,Colby Park,54.55712423,-5.90274349,335730,369669
365,700000000376,Glencolin,54.5761116,-6.01973071,328103,371563
366,700000000377,Glendale,54.55775684,-5.90528232,335563,369735
367,700000000378,St Oliver Plunkett,54.57622759,-6.01755095,328243,371580
368,700000000379,Foresthill View,54.56251514,-5.90975587,335258,370256
369,700000000380,Shaws Road Junction,54.57648883,-6.01438374,328447,371615
370,700000000381,Malvern,54.55188357,-5.89561489,336208,369100
371,700000000382,Rosnareen,54.57849277,-6.00567406,329004,371854
372,700000000383,Cairnshill Park,54.55037229,-5.89808905,336053,368927
373,700000000384,Hamill Park,54.57906619,-6.00338473,329150,371922
374,700000000385,Finsbury,54.54911873,-5.90093519,335873,368782
375,700000000386,All Saints College,54.58034244,-5.99855943,329458,372073
376,700000000387,Beechill Park,54.55221229,-5.90922393,335327,369110
377,700000000388,Coolnasilla,54.58081729,-5.9956864,329642,372131
378,700000000389,Forster Green,54.5623865,-5.90881072,335320,370243
379,700000000390,Saint Teresa's,54.58088435,-5.99076263,329960,372147
380,700000000391,Forestside,54.56500646,-5.90882833,335310,370535
381,700000000392,Gransha Shops,54.58302594,-5.98533977,330304,372396
382,700000000393,Forestside,54.56502859,-5.9090704,335294,370537
383,700000000394,Glen Parade,54.58382514,-5.98099983,330582,372493
384,700000000395,Forestside Upper Galwally,54.56505135,-5.90934756,335276,370539
385,700000000396,Millfield,54.59954247,-5.93746342,333345,374324
386,700000000397,Cairnshill Court,54.54713099,-5.90380062,335694,368555
387,700000000398,Divis Tower,54.60015026,-5.9427183,333004,374381
388,700000000399,Beechill Road,54.54788458,-5.90556029,335578,368636
389,700000000400,St Michael's,54.57175787,-5.99447872,329749,371125
390,700000000401,Glenhugh Park,54.54930049,-5.90673652,335497,368791
391,700000000402,McKinstry Road,54.54667939,-6.02827369,327642,368272
392,700000000403,Woodbreda,54.5541107,-5.90870683,335354,369322
393,700000000405,Mount Oriel,54.55867737,-5.90927712,335302,369830
394,700000000406,Lagmore Avenue,54.55141518,-6.02776696,327660,368800
395,700000000407,Breda Park,54.55988001,-5.90947154,335285,369963
396,700000000408,Lagmore grove,54.55296331,-6.02738308,327680,368973
397,700000000409,Hampton Park,54.56586038,-5.91279189,335051,370622
398,700000000410,Twinbrook Road,54.55520771,-6.02686033,327707,369223
399,700000000411,Annadale Avenue,54.56882723,-5.91387129,334971,370950
400,700000000413,Rosetta St John's Church,54.5705324,-5.91410919,334950,371140
401,700000000415,Ardmore Avenue,54.5733897,-5.91557225,334846,371455
402,700000000416,Colin Connect,54.55938929,-6.0234507,327914,369695
403,700000000417,Ballynafeigh,54.57458137,-5.91645345,334785,371586
